Accident_Date,Accident_Time,Location,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
2020-12-15,3:57 PM,BANK ST @ MARCO ST (0005711),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.27776101,-75.56880597
2020-12-15,4:24 PM,BANK ST @ JOHNSTON RD (0006967),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.36038814,-75.6568918
2020-12-15,4:40 PM,ORLEANS BLVD btwn TIMOTHY CRT & FORTUNE DR (__3ZA69Z),04 - At/near private drive,02 - Non-fatal injury,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,45.47660693,-75.53608992
2020-12-15,4:41 PM,RENAUD RD btwn Continuation of RENAUD RD & PERCIFOR WAY (__54PNN5),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.42531941,-75.52748145
2020-12-15,5:00 AM,STAGECOACH RD btwn OLD STAGECOACH RD & DALMENY RD (__3ZA2F4),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.13000229,-75.57213848
2020-12-15,5:19 PM,COLONNADE RD @ PRINCE OF WALES DR (0005249),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34655176,-75.70121324
2020-12-15,5:45 PM,IROQUOIS RD btwn CARLING AVE & LENESTER AVE (__3ZA0DK),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.36987123,-75.76621562
2020-01-20,3:30 PM,BRONSON AVE @ FIFTH AVE/MADAWASKA DR (0006977),03 - At intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,05 - Packed snow,01 - Traffic signal,00 - Unknown,2,0,0,0,,0,,,,,45.39756837,-75.69769715
2020-12-15,5:53 PM,MERIVALE RD/LOTTA AVE @ CLYDE AVE (0001112),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.35796863,-75.73772313
2020-12-15,6:03 PM,RICHMOND RD btwn EDEN AVE & EDGEWOOD AVE (__3ZBN9U),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39300791,-75.75185956
2020-12-15,6:08 PM,BYRON AVE @ TWEEDSMUIR AVE (0006667),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.39221235,-75.74912776
2020-12-15,6:12 PM,BEECHWOOD AVE @ STE. CECILE ST (0005752),03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,1,0,0,2,02 - Minor,2,,2,,,45.44261349,-75.67102041
2020-12-15,6:32 PM,INNES RD @ LANTHIER DR/PRESTWICK DR (0004251),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.45938782,-75.49316658
2020-12-15,6:35 AM,BOOTH ST btwn MIDDLE ST & VIMY PLACE PRIV (__5VHJ3U),07 - Overpass or bridge,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,06 - Ice,10 - No control,,3,0,0,0,02 - Minor,1,,1,,,45.41834804,-75.71600235
2020-12-15,6:41 AM,FALLOWFIELD RD @ RICHMOND RD (0000634),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.25973268,-75.82568388
2020-12-15,9:30 AM,BANK ST @ DAVIDSON RD/LESTER RD (0008797),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34287711,-75.62115452
2020-12-16,10:01 PM,HWY417 IC118 RAMP67 btwn HWY417 IC118 RAMP64 & HIGHWAY 417 (__3ZAY9L),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,45.41743757,-75.6721663
2020-12-16,10:45 AM,BANK ST btwn GLOUCESTER ST & NEPEAN ST (__3ZA343),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,1,,0,,,,,45.41745554,-75.69817648
2020-01-20,3:35 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,4,0,0,0,02 - Minor,2,1,1,,,45.39542633,-75.72942274
2020-12-16,11:20 AM,MERIVALE RD @ 170 N OF HUNTCLUB RD/COSTCO/CANA (0004681),03 - At intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,45.3362188,-75.72491369
2020-12-16,11:24 AM,ALBION RD @ BANK ST (0012409),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35389557,-75.64301351
2020-12-16,Unknown,OSGOODE MAIN ST btwn NIXON DR & BOYD ST (__3ZA3TE),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.14147167,-75.6141078
2020-12-16,12:46 PM,MCCORDICK RD btwn MCMULLEN RD & FAIRHURST DR (__3ZBO74),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.07448667,-75.680271
2020-12-16,2:16 PM,TERRY FOX DR btwn HUNTSVILLE DR & OLD SECOND LINE RD (__8IAYIU),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.33411612,-75.9482585
2020-12-16,3:04 PM,FRANK KENNY RD btwn GIROUX RD & COLONIAL RD (__3ZA6T8),01 - Non intersection,02 - Non-fatal injury,01 - Approaching,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,45.42736606,-75.41103999
2020-12-16,3:56 AM,BASELINE RD btwn TURN LANE & CEDARVIEW RD (__3ZA11A),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.33381435,-75.81171652
2020-12-16,4:20 PM,EAGLESON RD @ FALLOWFIELD RD (0000118),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.25144946,-75.84820418
2020-12-16,4:30 PM,BROWNLEE RD btwn HUNTLEY RD & SHEA RD (__3ZACH4),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,1,0,0,0,03 - Major,1,,,1,,45.21687091,-75.85368887
2020-12-16,5:25 PM,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36 (__3ZA20I),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.3267882,-75.8706152
2020-01-20,3:45 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39383896,-75.73075308
2020-12-16,5:45 PM,DALY AVE @ WALLER ST (0008233),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.42613189,-75.6879968
2020-12-16,6:13 PM,HIGHWAY 416 btwn HWY416 IC66 RAMP24 & HWY416 IC57 RAMP62 (__3ZA1OI),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.24435473,-75.76321637
2020-12-16,6:19 PM,ISLAND PARK DR @ RICHMOND RD (0002125),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.39723271,-75.74218969
2020-12-16,6:25 PM,RICHARDSON SIDE RD @ TERRY FOX DR (0013651),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.31412702,-75.93878598
2020-12-16,6:30 PM,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD (0011858),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.30205176,-75.90745254
2020-12-17,10:46 AM,MERIVALE RD btwn CLEOPATRA DR & SLACK RD (__3ZBOG3),04 - At/near private drive,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.32707316,-75.71971862
2020-12-17,11:04 PM,BRIAN COBURN BLVD @ FERN CASEY ST (0017234),03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,45.44113458,-75.50948146
2020-12-17,11:13 AM,GREENBANK RD @ BERRIGAN DR/WESSEX RD (0004726),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.2749752,-75.74900624
2020-12-17,Unknown,MONTREAL RD btwn L'ALLEMAND ST & ALTHA AVE (__3ZA3L9),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.43710598,-75.65896631
2020-12-17,Unknown,FAIRMONT AVE btwn DUHAMEL ST & GLADSTONE AVE (__3ZA05G),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.40215489,-75.72209507
2020-01-20,3:50 PM,HIGHWAY 417 btwn HWY417 IC163 RAMP16 & HWY417 IC169 RAMP61 (__5SPO79),01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,45.33377787,-76.16627755
2020-12-17,12:14 PM,WOODROFFE AVE @ QUEENSBURY DR/RIDEAUCREST DR (0000043),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.28427047,-75.72333758
2020-12-17,12:45 PM,BRIDGE ST @ DICKINSON ST (0009326),02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.22774612,-75.68427386
2020-12-17,2:17 PM,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT (__3ZA2SH),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,45.35250804,-75.78409557
2020-12-17,2:20 PM,CARLING AVE @ KIRKWOOD AVE N (0002358),03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,45.38485729,-75.74050333
2020-12-17,2:35 PM,FALAISE RD @ GOODWIN AVE (0001379),03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.35692719,-75.71286077
2020-12-17,2:50 PM,COPE DR @ TERRY FOX (0009143),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27634285,-75.87295613
2020-12-17,3:05 PM,ST. LAURENT BLVD btwn DONALD ST & 125 N OF QUEEN MARY ST (__3ZA2CFA),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.42837302,-75.63967315
2020-12-17,3:29 PM,MEADOWLANDS DR @ MERIVALE RD (0000625),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35090355,-75.73351687
2020-12-17,3:48 PM,DALHOUSIE ST btwn GEORGE ST & RIDEAU ST (__3ZA8ZX),01 - Non intersection,03 - P.D. only,01 - Approaching,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.42721696,-75.68977938
2020-12-17,4:10 PM,CLYDE AVE btwn CLYDE AVE & STARWOOD RD (__3ZA2TX),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.35977846,-75.73876882
2020-01-20,4:00 PM,BRONSON AVE @ SUNNYSIDE AVE/UNIVERSITY RD - CA (0007209),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.38991872,-75.69385935
2020-12-17,4:23 PM,WOODROFFE AVE @ TECUMSEH ST (0005767),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.35564713,-75.76523382
2020-12-17,4:30 PM,RICHMOND RD btwn FALLOWFIELD RD & RUSHMORE RD (__3ZAB47),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.25519311,-75.82290143
2020-12-17,5:10 PM,RIDEAU RD @ SPRATT RD (0012969),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.25437262,-75.68032528
2020-12-17,5:17 PM,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16 (__3ZA2Y4),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.40187309,-75.71559784
2020-12-17,5:30 PM,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16 (__3ZA2R9),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39579035,-75.72935781
2020-12-17,5:45 PM,ALBERT ST @ BOOTH ST (0002162),03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41286136,-75.71262086
2020-12-17,5:59 PM,KENT ST btwn GILMOUR ST & JAMES ST (__3ZA3QT),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.41257488,-75.69696012
2020-12-04,4:57 PM,HINCKS LANE @ RIVERSIDE DR (0011354),03 - At intersection,02 - Non-fatal injury,07 - SMV other,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,45.40873948,-75.66492022
2020-11-28,2:49 PM,RIVERSIDE DR btwn TURN LANE & RAMP (2) (__3ZA3BM),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,45.38213601,-75.6879436
2020-12-20,3:27 PM,DAVID MANCHESTER RD btwn MCGEE SIDE RD & NORTHSHIRE DR (__3ZAC46),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,45.2934656,-76.01877555
2020-12-23,3:31 PM,ADENCLIFFE DR btwn PRINCESS LOUISE DR & SILLERY PL (__3ZBO8D),04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.48238952,-75.48313054
2020-11-28,3:09 PM,BRONSON AVE @ FLORA ST (0007172),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.40662129,-75.70296023
2020-12-04,5:08 PM,BARNSDALE RD @ EAGLESON RD (0000152),03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.19759771,-75.81857784
2020-11-25,8:57 PM,SLACK RD btwn VAAN DR & GRENFELL CRES (__3ZA6N7),01 - Non intersection,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,45.3213374,-75.73112402
2020-12-17,6:40 AM,COLONEL BY DR btwn COLONEL BY DR SB ON RAMP 43 & COLONEL BY DR NB ON R (__3ZA214),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39331862,-75.69710361
2020-12-20,3:30 PM,SADDLERIDGE DR btwn DOVEHAVEN ST & JOSHUA ST (__67PTJ0),04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.42600513,-75.51700452
2020-11-25,9:00 AM,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51 (__3ZA20L),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,45.30227671,-75.91948916
2020-12-17,6:44 AM,WEST HUNT CLUB RD EB btwn CLEOPATRA DR & 210 W OF MERIVALE RD (__3ZA3JDA),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.33340302,-75.72702418
2020-12-23,4:10 PM,GOLFLINKS DR E @ JOCKVALE RD (0010401),03 - At intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,11 - Roundabout,01 - Functioning,2,0,0,0,,0,,,,,45.25079757,-75.71994568
2020-12-04,5:09 PM,BLAIR PL @ OGILVIE RD (0004162),03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.43677221,-75.60529335
2020-11-28,5:15 PM,ST. JOSEPH BLVD btwn COUSINEAU ST & DUSSERE ST (__3ZA2AL),04 - At/near private drive,02 - Non-fatal injury,06 - SMV unattended vehicle,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,45.4691352,-75.52907606
2020-12-20,3:45 PM,CARLING AVE @ KIRKWOOD AVE S (0002209),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.38344739,-75.73955166
2020-11-25,9:00 PM,KINBURN SIDE RD btwn JOHN SHAW RD & DIAMONDVIEW RD (__3ZA4R6),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,45.40131993,-76.17313766
2020-01-20,1:15 PM,PLAINHILL DR btwn PROVENCE AVE & MICKELBERRY CRES (__5UW3U9),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.45974604,-75.45755852
2020-12-04,5:27 PM,BRONSON AVE @ THIRD AVE (0007716),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.39891408,-75.69848306
2020-12-04,6:10 PM,BORTHWICK AVE @ BURN ST (0008473),03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,45.43557331,-75.63777684
2020-12-04,6:29 AM,BANK ST @ DAVIDSON RD/LESTER RD (0008797),03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34287709,-75.62115437
2020-12-04,6:36 PM,MITCH OWENS RD @ OLD PRESCOTT RD (0009275),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,45.27617581,-75.57864586
2020-12-04,6:47 PM,REGIONAL ROAD 174 btwn OLD MONTREAL RD & OLD MONTREAL RD (__3ZA27O),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.51910726,-75.36919739
2020-12-04,7:03 PM,JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES (0004638),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,1,1,,,45.24699575,-75.71133617
2020-12-04,7:22 PM,BRIAN COBURN BLVD btwn STRASBOURG ST & TENTH LINE RD (__6ZT4O3),04 - At/near private drive,02 - Non-fatal injury,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,45.45016408,-75.48344154
2020-12-04,8:00 AM,MONTREAL RD @ VANIER PKWY (0004630),02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.43447588,-75.66574604
2020-12-04,8:00 AM,CARP RD @ RICHARDSON SIDE RD (0005759),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.29317806,-75.97205836
2020-12-04,8:25 AM,HWY 417 INNES IC112R68 @ INNES RD (0012300),03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41474399,-75.60765985
2020-01-20,1:48 PM,LONG ISLAND RD @ LENA AVE/CINDY HILL CRES W (0008156),03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.23966496,-75.69596175
2020-12-04,9:01 AM,BANK ST @ HUNT CLUB RD (0002119),02 - Intersection related,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35363115,-75.64733051
2020-12-04,9:20 AM,RIVERSIDE DR NB btwn DATA CENTRE RD & BILLINGS BRIDGESC RAMP NB (__3ZAZ3J),01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.38639151,-75.68086268
2020-12-04,9:45 AM,AIRPORT PKWY @ HUNT CLUB RD (0010856),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35014623,-75.65491527
2020-12-05,10:08 PM,MAPLE GROVE RD @ TERRY FOX DR (0003177),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.29917768,-75.90386266
2020-12-05,11:00 AM,PALLADIUM DR @ SILVER SEVEN RD (0011839),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.29941768,-75.91026082
2020-12-05,11:02 AM,DIAMONDVIEW RD @ THOMAS A. DOLAN PKWY (0002448),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.36591186,-76.10737463
2020-12-05,11:28 PM,MARCH RD btwn GREY FOX DR & HOWIE RD (__3ZA2QF),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.29268714,-76.08973849
2020-12-05,11:34 PM,ROBERTSON RD btwn HAZELDEAN RD & HAANEL DR (__3ZA41S),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.3049425,-75.87454279
2020-12-05,Unknown,STONEHENGE CRES btwn WHITTAKER CRES & WHITTAKER CRES (__3ZBO9S),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.41990147,-75.59791032
2020-12-05,12:08 PM,CHANTAL PL btwn BROOKRIDGE CRES & END (__3ZA6OA),04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.4848871,-75.49174689
2020-01-20,1:50 PM,FIRST AVE btwn BANK ST & O'CONNOR ST (__3ZA939),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.40509208,-75.68745292
